AoA [deg],AoS [deg],AoA_round,AoS_round,CD,CYaw,CL,CMroll,CMpitch,CMyaw
1.5,-5.0,1.5,-5,0.009466666666666667,-0.03601964285714286,0.013767013888888891,0.010283333333333335,-0.004387500000000001,0.0165375
2.0,-5.0,2.0,-5,0.0095,-0.03635,0.013050000000000003,0.010400000000000001,-0.004450000000000001,0.0165
2.5,-5.0,2.5,-5,0.009450000000000002,-0.036880357142857145,0.012004715762273906,0.010466666666666668,-0.0041875,0.016550000000000002
3.0,-5.0,3.0,-5,0.0094,-0.03725,0.010850000000000002,0.0105,-0.00375,0.0166
3.5,-5.0,3.5,-5,0.0094,-0.0367,0.00982670784883721,0.010350000000000002,-0.0034194444444444454,0.0165
4.0,-5.0,4.0,-5,0.0094,-0.03615,0.00875,0.0102,-0.0030500000000000006,0.0164
4.5,-5.0,4.5,-5,0.0093375,-0.03647142857142857,0.007335175304878049,0.010228571428571429,-0.002516805555555555,0.016433333333333335
5.0,-5.0,5.0,-5,0.009200000000000002,-0.03715,0.006050000000000003,0.010300000000000002,-0.0019500000000000003,0.0165
5.5,-5.0,5.5,-5,0.0089625,-0.03853227513227513,0.005119512195121953,0.010546428571428573,-0.0015233653846153852,0.0166
6.0,-5.0,6.0,-5,0.008599999999999998,-0.039650000000000005,0.004650000000000001,0.010900000000000002,-0.0010500000000000006,0.016700000000000003
6.5,-5.0,6.5,-5,0.008071428571428571,-0.03975343915343915,0.005292857142857144,0.011225,-0.00028261434511434556,0.01675
7.0,-5.0,7.0,-5,0.007399999999999999,-0.039850000000000003,0.006150000000000003,0.011500000000000002,0.0006499999999999995,0.016800000000000002
7.5,-5.0,7.5,-5,0.006428571428571428,-0.04034937888198758,0.006557142857142859,0.011700000000000002,0.001879729729729729,0.016900000000000002
8.0,-5.0,8.0,-5,0.0058,-0.04105,0.0067500000000000025,0.011800000000000001,0.0026499999999999996,0.017
8.5,-5.0,8.5,-5,0.007009183673469387,-0.04174347826086957,-0.0008871987951807221,0.011800000000000001,0.0024029411764705877,0.017066666666666667
9.0,-5.0,9.0,-5,0.0088,-0.04215,-0.008949999999999998,0.011800000000000001,0.0018499999999999992,0.0171
9.5,-5.0,9.5,-5,0.01004081632653061,-0.0417225,-0.009612801204819275,0.01207857142857143,0.0003970588235294118,0.016837500000000002
10.0,-5.0,10.0,-5,0.0107,-0.04125,-0.00985,0.012400000000000001,-0.0007500000000000007,0.0165
10.5,-5.0,10.5,-5,0.010249999999999997,-0.041177500000000006,-0.003948041044776118,0.01245059523809524,0.0004999999999999996,0.016387500000000003
11.0,-5.0,11.0,-5,0.009799999999999998,-0.04115,0.005250000000000001,0.0125,0.0017499999999999998,0.016300000000000002
11.5,-5.0,11.5,-5,0.009942857142857144,-0.0412,0.011237193937338102,0.012708333333333334,0.0015876712328767115,0.016205
12.0,-5.0,12.0,-5,0.010299999999999998,-0.04125,0.016950000000000003,0.013000000000000001,0.00115,0.0161
12.5,-5.0,12.5,-5,0.011907142857142857,-0.04115,0.02395327134986226,0.013250000000000001,-0.002337671232876712,0.01592
13.0,-5.0,13.0,-5,0.013300000000000001,-0.04105,0.02945,0.013500000000000002,-0.005549999999999999,0.0158
13.5,-5.0,13.5,-5,0.013175000000000001,-0.04113125,0.032207575757575754,0.013750000000000002,-0.00371875,0.0158125
14.0,-5.0,14.0,-5,0.0123,-0.04135,0.03345000000000001,0.014000000000000002,0.0016500000000000004,0.0159
-5.0,-4.0,-5.0,-4,0.006400000000000001,-0.02225,0.022549999999999997,0.0069,0.0030499999999999998,0.0132
-4.5,-4.0,-4.5,-4,0.00681,-0.020975,0.020581859756097564,0.00693,0.001933277027027027,0.0133
-4.0,-4.0,-4.0,-4,0.0071,-0.02055,0.019350000000000003,0.006999999999999999,0.0009499999999999995,0.013399999999999999
-3.5,-4.0,-3.5,-4,0.007259642857142859,-0.021160256410256408,0.018848140243902436,0.007177142857142858,0.00014999999999999996,0.013495
-3.0,-4.0,-3.0,-4,0.0074,-0.02225,0.018450000000000005,0.0074,-0.0006499999999999995,0.013600000000000001
-2.5,-4.0,-2.5,-4,0.007600000000000001,-0.023366770616770616,0.01788319444444444,0.007574107142857143,-0.0017170270270270276,0.01376125
-2.0,-4.0,-2.0,-4,0.0078,-0.02445,0.01735,0.0077,-0.0027500000000000007,0.0139
-1.5,-4.0,-1.5,-4,0.007962857142857141,-0.025282347972972973,0.01698055555555555,0.007752083333333333,-0.003554999999999999,0.013968749999999999
-1.0,-4.0,-1.0,-4,0.008099999999999998,-0.025949999999999997,0.016649999999999995,0.0078,-0.004149999999999999,0.014000000000000002
-0.5,-4.0,-0.5,-4,0.008204999999999999,-0.026540624999999998,0.016338500000000002,0.007916666666666666,-0.00448,0.014000000000000002
0.0,-4.0,0.0,-4,0.0083,-0.02685,0.015950000000000002,0.008,-0.004749999999999999,0.014000000000000002
0.5,-4.0,0.5,-4,0.008408333333333332,-0.026699999999999998,0.015120875000000002,0.007899999999999999,-0.0050875,0.0139625
1.0,-4.0,1.0,-4,0.008500000000000002,-0.026549999999999997,0.01415,0.0078,-0.005350000000000001,0.0139
1.5,-4.0,1.5,-4,0.008566666666666669,-0.026719642857142855,0.01346701388888889,0.007883333333333332,-0.005487500000000001,0.013837499999999999
2.0,-4.0,2.0,-4,0.008599999999999998,-0.027049999999999998,0.012750000000000001,0.008,-0.005550000000000001,0.0138
2.5,-4.0,2.5,-4,0.00855,-0.027580357142857143,0.011704715762273905,0.008066666666666666,-0.005287499999999999,0.013850000000000001
3.0,-4.0,3.0,-4,0.008500000000000002,-0.02795,0.01055,0.0081,-0.00485,0.0139
3.5,-4.0,3.5,-4,0.008500000000000002,-0.0274,0.009526707848837208,0.007949999999999999,-0.004519444444444446,0.0138
4.0,-4.0,4.0,-4,0.008500000000000002,-0.02685,0.00845,0.0078,-0.004149999999999999,0.0137
4.5,-4.0,4.5,-4,0.008437500000000002,-0.02717142857142857,0.007035175304878048,0.007828571428571428,-0.0036168055555555554,0.013733333333333334
5.0,-4.0,5.0,-4,0.0083,-0.02785,0.005750000000000002,0.007899999999999999,-0.003049999999999999,0.0138
5.5,-4.0,5.5,-4,0.008062499999999998,-0.02923227513227513,0.004819512195121951,0.008146428571428572,-0.0026233653846153854,0.0139
6.0,-4.0,6.0,-4,0.0077,-0.03035,0.00435,0.0085,-0.002150000000000001,0.014000000000000002
6.5,-4.0,6.5,-4,0.007171428571428572,-0.030453439153439153,0.004992857142857143,0.008825,-0.0013826143451143458,0.01405
7.0,-4.0,7.0,-4,0.006500000000000001,-0.03055,0.005850000000000001,0.0091,-0.00045000000000000075,0.014100000000000001
7.5,-4.0,7.5,-4,0.005528571428571428,-0.031049378881987576,0.006257142857142857,0.0093,0.0007797297297297296,0.0142
8.0,-4.0,8.0,-4,0.0049,-0.03175,0.006450000000000001,0.0094,0.0015500000000000002,0.0143
8.5,-4.0,8.5,-4,0.006109183673469387,-0.03244347826086957,-0.0011871987951807238,0.0094,0.0013029411764705883,0.014366666666666666
9.0,-4.0,9.0,-4,0.007899999999999999,-0.03285,-0.00925,0.0094,0.0007499999999999998,0.0144
9.5,-4.0,9.5,-4,0.009140816326530613,-0.0324225,-0.009912801204819277,0.009678571428571429,-0.0007029411764705885,0.0141375
10.0,-4.0,10.0,-4,0.009799999999999998,-0.03195,-0.010150000000000001,0.01,-0.0018499999999999992,0.0138
10.5,-4.0,10.5,-4,0.009349999999999999,-0.0318775,-0.00424804104477612,0.010050595238095239,-0.0005999999999999998,0.013687500000000002
11.0,-4.0,11.0,-4,0.0089,-0.031849999999999996,0.0049499999999999995,0.0101,0.0006499999999999995,0.013600000000000001
11.5,-4.0,11.5,-4,0.009042857142857146,-0.0319,0.0109371939373381,0.010308333333333333,0.0004876712328767121,0.013505
12.0,-4.0,12.0,-4,0.0094,-0.03195,0.016649999999999995,0.0106,4.99999999999997e-05,0.013399999999999999
12.5,-4.0,12.5,-4,0.011007142857142856,-0.031849999999999996,0.02365327134986225,0.01085,-0.0034376712328767125,0.013219999999999999
13.0,-4.0,13.0,-4,0.0124,-0.03175,0.02915,0.0111,-0.00665,0.0131
13.5,-4.0,13.5,-4,0.012275,-0.03183125,0.03190757575757576,0.011349999999999999,-0.00481875,0.0131125
14.0,-4.0,14.0,-4,0.011400000000000002,-0.032049999999999995,0.03315,0.0116,0.0005500000000000001,0.0132
-5.0,-3.0,-5.0,-3,0.007400000000000002,-0.0029500000000000004,0.02535,0.0034,0.0003499999999999996,0.0112
-4.5,-3.0,-4.5,-3,0.007810000000000001,-0.001675,0.02338185975609756,0.00343,-0.0007667229729729731,0.011300000000000001
-4.0,-3.0,-4.0,-3,0.008100000000000001,-0.00125,0.02215,0.0035,-0.0017499999999999998,0.0114
-3.5,-3.0,-3.5,-3,0.00825964285714286,-0.0018602564102564105,0.02164814024390244,0.003677142857142857,-0.00255,0.011495
-3.0,-3.0,-3.0,-3,0.0084,-0.0029500000000000004,0.02125,0.0039000000000000003,-0.0033500000000000005,0.011600000000000001
-2.5,-3.0,-2.5,-3,0.008600000000000002,-0.004066770616770617,0.020683194444444445,0.004074107142857143,-0.004417027027027027,0.011761250000000001
-2.0,-3.0,-2.0,-3,0.0088,-0.005150000000000001,0.020149999999999998,0.004200000000000001,-0.00545,0.0119
-1.5,-3.0,-1.5,-3,0.008962857142857142,-0.005982347972972973,0.019780555555555555,0.004252083333333333,-0.006254999999999998,0.01196875
-1.0,-3.0,-1.0,-3,0.009099999999999999,-0.0066500000000000005,0.01945,0.0043,-0.00685,0.012
-0.5,-3.0,-0.5,-3,0.009205,-0.007240625,0.0191385,0.004416666666666666,-0.007180000000000001,0.012
0.0,-3.0,0.0,-3,0.009300000000000001,-0.00755,0.01875,0.0045000000000000005,-0.00745,0.012
0.5,-3.0,0.5,-3,0.009408333333333333,-0.0073999999999999995,0.017920875,0.004399999999999999,-0.007787500000000001,0.011962500000000001
1.0,-3.0,1.0,-3,0.009500000000000003,-0.00725,0.016950000000000003,0.0043,-0.00805,0.0119
1.5,-3.0,1.5,-3,0.00956666666666667,-0.007419642857142858,0.016267013888888886,0.004383333333333333,-0.0081875,0.0118375
2.0,-3.0,2.0,-3,0.0096,-0.007750000000000001,0.015549999999999998,0.0045000000000000005,-0.00825,0.011800000000000001
2.5,-3.0,2.5,-3,0.009550000000000001,-0.008280357142857141,0.014504715762273902,0.004566666666666667,-0.0079875,0.011850000000000001
3.0,-3.0,3.0,-3,0.009500000000000003,-0.00865,0.01335,0.0046,-0.007549999999999999,0.0119
3.5,-3.0,3.5,-3,0.009500000000000003,-0.0081,0.012326707848837212,0.004449999999999999,-0.007219444444444445,0.011800000000000001
4.0,-3.0,4.0,-3,0.009500000000000003,-0.00755,0.01125,0.0043,-0.00685,0.0117
4.5,-3.0,4.5,-3,0.009437500000000003,-0.007871428571428571,0.009835175304878051,0.004328571428571428,-0.006316805555555556,0.011733333333333333
5.0,-3.0,5.0,-3,0.009300000000000001,-0.008549999999999999,0.008549999999999999,0.004399999999999999,-0.00575,0.011800000000000001
5.5,-3.0,5.5,-3,0.0090625,-0.009932275132275131,0.007619512195121952,0.004646428571428572,-0.005323365384615385,0.0119
6.0,-3.0,6.0,-3,0.008700000000000001,-0.011049999999999999,0.00715,0.004999999999999999,-0.00485,0.012
6.5,-3.0,6.5,-3,0.008171428571428574,-0.011153439153439153,0.007792857142857143,0.005325,-0.004082614345114345,0.012050000000000002
7.0,-3.0,7.0,-3,0.0075000000000000015,-0.01125,0.008650000000000001,0.005600000000000001,-0.00315,0.0121
7.5,-3.0,7.5,-3,0.006528571428571429,-0.011749378881987578,0.009057142857142857,0.0058,-0.0019202702702702714,0.012199999999999999
8.0,-3.0,8.0,-3,0.005900000000000001,-0.01245,0.009250000000000001,0.005900000000000001,-0.00115,0.012300000000000002
8.5,-3.0,8.5,-3,0.007109183673469388,-0.013143478260869566,0.00161280120481928,0.005900000000000001,-0.0013970588235294118,0.012366666666666668
9.0,-3.0,9.0,-3,0.0089,-0.01355,-0.006449999999999999,0.005900000000000001,-0.0019500000000000003,0.012400000000000001
9.5,-3.0,9.5,-3,0.010140816326530614,-0.013122499999999999,-0.007112801204819276,0.006178571428571429,-0.0034029411764705895,0.012137499999999999
10.0,-3.0,10.0,-3,0.010799999999999999,-0.01265,-0.007350000000000001,0.006500000000000001,-0.00455,0.011800000000000001
10.5,-3.0,10.5,-3,0.01035,-0.0125775,-0.0014480410447761192,0.006550595238095237,-0.003300000000000001,0.0116875
11.0,-3.0,11.0,-3,0.0099,-0.012549999999999999,0.00775,0.0066,-0.0020499999999999997,0.011600000000000001
11.5,-3.0,11.5,-3,0.010042857142857147,-0.0126,0.013737193937338101,0.006808333333333333,-0.002212328767123288,0.011505000000000001
12.0,-3.0,12.0,-3,0.010400000000000001,-0.01265,0.01945,0.0071,-0.0026499999999999996,0.0114
12.5,-3.0,12.5,-3,0.012007142857142857,-0.012549999999999999,0.026453271349862254,0.007350000000000001,-0.006137671232876712,0.01122
13.0,-3.0,13.0,-3,0.0134,-0.01245,0.031950000000000006,0.007600000000000001,-0.009349999999999999,0.0111
13.5,-3.0,13.5,-3,0.013275,-0.012531249999999999,0.034707575757575757,0.00785,-0.007518749999999999,0.0111125
14.0,-3.0,14.0,-3,0.012400000000000003,-0.01275,0.035949999999999996,0.0081,-0.002150000000000001,0.0112
-5.0,-2.0,-5.0,-2,0.006500000000000001,-0.003450000000000001,0.02315,0.002,0.0006499999999999995,0.0078
-4.5,-2.0,-4.5,-2,0.006910000000000001,-0.0021750000000000007,0.02118185975609756,0.00203,-0.00046672297297297317,0.0079
-4.0,-2.0,-4.0,-2,0.0072,-0.0017500000000000005,0.01995,0.0021000000000000003,-0.0014500000000000008,0.008
-3.5,-2.0,-3.5,-2,0.007359642857142858,-0.002360256410256411,0.01944814024390244,0.0022771428571428574,-0.0022500000000000003,0.008095
-3.0,-2.0,-3.0,-2,0.0075000000000000015,-0.003450000000000001,0.01905,0.0025,-0.0030500000000000006,0.0082
-2.5,-2.0,-2.5,-2,0.0077,-0.004566770616770618,0.018483194444444444,0.002674107142857143,-0.004117027027027027,0.00836125
-2.0,-2.0,-2.0,-2,0.007899999999999999,-0.005650000000000001,0.017950000000000004,0.0028,-0.00515,0.0085
-1.5,-2.0,-1.5,-2,0.008062857142857144,-0.006482347972972973,0.017580555555555554,0.0028520833333333336,-0.005955,0.00856875
-1.0,-2.0,-1.0,-2,0.0082,-0.007150000000000001,0.017249999999999998,0.0029000000000000002,-0.00655,0.0086
-0.5,-2.0,-0.5,-2,0.008305000000000002,-0.007740625,0.0169385,0.003016666666666667,-0.006879999999999999,0.0086
0.0,-2.0,0.0,-2,0.0084,-0.00805,0.01655,0.0031000000000000003,-0.00715,0.0086
0.5,-2.0,0.5,-2,0.008508333333333335,-0.007899999999999999,0.015720875,0.003,-0.007487499999999999,0.0085625
1.0,-2.0,1.0,-2,0.008600000000000002,-0.007750000000000001,0.014749999999999996,0.0029000000000000002,-0.007750000000000002,0.0085
1.5,-2.0,1.5,-2,0.008666666666666668,-0.007919642857142858,0.01406701388888889,0.0029833333333333335,-0.0078875,0.0084375
2.0,-2.0,2.0,-2,0.008700000000000001,-0.00825,0.013349999999999997,0.0031000000000000003,-0.00795,0.008400000000000001
2.5,-2.0,2.5,-2,0.00865,-0.008780357142857142,0.012304715762273901,0.003166666666666667,-0.0076875,0.008450000000000001
3.0,-2.0,3.0,-2,0.008600000000000002,-0.00915,0.01115,0.0032,-0.007250000000000001,0.0085
3.5,-2.0,3.5,-2,0.008600000000000002,-0.0086,0.010126707848837211,0.00305,-0.006919444444444445,0.008400000000000001
4.0,-2.0,4.0,-2,0.008600000000000002,-0.00805,0.009049999999999999,0.0029000000000000002,-0.00655,0.0083
4.5,-2.0,4.5,-2,0.008537500000000002,-0.008371428571428571,0.007635175304878051,0.002928571428571429,-0.006016805555555555,0.008333333333333333
5.0,-2.0,5.0,-2,0.0084,-0.009049999999999999,0.006349999999999998,0.003,-0.00545,0.008400000000000001
5.5,-2.0,5.5,-2,0.008162500000000001,-0.010432275132275131,0.005419512195121951,0.0032464285714285715,-0.005023365384615385,0.0085
6.0,-2.0,6.0,-2,0.007800000000000001,-0.01155,0.0049499999999999995,0.0036000000000000003,-0.00455,0.0086
6.5,-2.0,6.5,-2,0.007271428571428573,-0.011653439153439154,0.0055928571428571425,0.003925,-0.003782614345114345,0.008650000000000001
7.0,-2.0,7.0,-2,0.0066,-0.01175,0.006450000000000001,0.004200000000000001,-0.00285,0.0087
7.5,-2.0,7.5,-2,0.005628571428571429,-0.012249378881987578,0.006857142857142857,0.0044,-0.0016202702702702715,0.0088
8.0,-2.0,8.0,-2,0.005000000000000001,-0.01295,0.007050000000000001,0.0045000000000000005,-0.0008500000000000001,0.0089
8.5,-2.0,8.5,-2,0.006209183673469388,-0.013643478260869566,-0.0005871987951807205,0.0045000000000000005,-0.001097058823529412,0.008966666666666668
9.0,-2.0,9.0,-2,0.008000000000000002,-0.01405,-0.00865,0.0045000000000000005,-0.0016500000000000004,0.009000000000000001
9.5,-2.0,9.5,-2,0.009240816326530616,-0.0136225,-0.009312801204819277,0.004778571428571429,-0.003102941176470588,0.0087375
10.0,-2.0,10.0,-2,0.0099,-0.01315,-0.009550000000000001,0.0051,-0.00425,0.008400000000000001
10.5,-2.0,10.5,-2,0.009450000000000002,-0.0130775,-0.0036480410447761197,0.005150595238095239,-0.003000000000000001,0.0082875
11.0,-2.0,11.0,-2,0.009000000000000003,-0.013049999999999999,0.005549999999999999,0.0052,-0.0017499999999999998,0.0082
11.5,-2.0,11.5,-2,0.009142857142857145,-0.0131,0.0115371939373381,0.005408333333333333,-0.001912328767123288,0.008105000000000001
12.0,-2.0,12.0,-2,0.009500000000000003,-0.01315,0.017249999999999998,0.0057,-0.0023499999999999997,0.008
12.5,-2.0,12.5,-2,0.011107142857142859,-0.013049999999999999,0.024253271349862254,0.00595,-0.005837671232876712,0.00782
13.0,-2.0,13.0,-2,0.012499999999999999,-0.01295,0.029749999999999995,0.006200000000000001,-0.00905,0.0077
13.5,-2.0,13.5,-2,0.012374999999999999,-0.01303125,0.03250757575757575,0.006450000000000001,-0.007218750000000001,0.007712500000000001
14.0,-2.0,14.0,-2,0.011500000000000002,-0.01325,0.03375,0.006700000000000001,-0.0018499999999999992,0.0078
-5.0,-1.0,-5.0,-1,0.0060999999999999995,0.0023499999999999997,0.023049999999999998,0.0,0.0005499999999999993,0.0054
-4.5,-1.0,-4.5,-1,0.00651,0.0036249999999999998,0.021081859756097564,2.9999999999999862e-05,-0.0005667229729729734,0.0055
-4.0,-1.0,-4.0,-1,0.006799999999999999,0.00405,0.019850000000000003,9.999999999999983e-05,-0.001550000000000001,0.005600000000000001
-3.5,-1.0,-3.5,-1,0.006959642857142857,0.0034397435897435893,0.019348140243902436,0.0002771428571428571,-0.0023499999999999997,0.005695
-3.0,-1.0,-3.0,-1,0.0071,0.0023499999999999997,0.018950000000000005,0.0005,-0.00315,0.0058
-2.5,-1.0,-2.5,-1,0.007299999999999999,0.001233229383229383,0.01838319444444444,0.0006741071428571427,-0.004217027027027026,0.0059612499999999995
-2.0,-1.0,-2.0,-1,0.0075,0.00014999999999999974,0.01785,0.0007999999999999999,-0.0052499999999999995,0.0060999999999999995
-1.5,-1.0,-1.5,-1,0.007662857142857143,-0.0006823479729729731,0.01748055555555555,0.0008520833333333333,-0.006055,0.006168750000000001
-1.0,-1.0,-1.0,-1,0.0078,-0.0013500000000000003,0.017149999999999995,0.0008999999999999999,-0.006650000000000001,0.006200000000000001
-0.5,-1.0,-0.5,-1,0.007905,-0.0019406250000000003,0.016838500000000003,0.0010166666666666666,-0.00698,0.006200000000000001
0.0,-1.0,0.0,-1,0.008000000000000002,-0.0022500000000000003,0.016450000000000003,0.0010999999999999998,-0.007250000000000001,0.006200000000000001
0.5,-1.0,0.5,-1,0.008108333333333334,-0.0021000000000000003,0.015620875000000003,0.001,-0.0075875000000000005,0.0061625
1.0,-1.0,1.0,-1,0.0082,-0.0019500000000000001,0.01465,0.0008999999999999999,-0.007850000000000001,0.0060999999999999995
1.5,-1.0,1.5,-1,0.008266666666666667,-0.0021196428571428573,0.01396701388888889,0.0009833333333333332,-0.0079875,0.0060374999999999995
2.0,-1.0,2.0,-1,0.0083,-0.00245,0.013250000000000001,0.0010999999999999998,-0.00805,0.006
2.5,-1.0,2.5,-1,0.008250000000000002,-0.002980357142857143,0.012204715762273905,0.0011666666666666665,-0.007787500000000001,0.00605
3.0,-1.0,3.0,-1,0.0082,-0.0033500000000000005,0.01105,0.0012,-0.007350000000000001,0.0060999999999999995
3.5,-1.0,3.5,-1,0.0082,-0.0028000000000000004,0.010026707848837208,0.0010499999999999997,-0.0070194444444444445,0.006
4.0,-1.0,4.0,-1,0.0082,-0.0022500000000000003,0.00895,0.0008999999999999999,-0.006650000000000001,0.005899999999999999
4.5,-1.0,4.5,-1,0.0081375,-0.0025714285714285717,0.007535175304878048,0.0009285714285714285,-0.006116805555555556,0.005933333333333334
5.0,-1.0,5.0,-1,0.008000000000000002,-0.0032500000000000003,0.006250000000000002,0.001,-0.005550000000000001,0.006
5.5,-1.0,5.5,-1,0.0077625,-0.004632275132275133,0.005319512195121952,0.0012464285714285713,-0.005123365384615384,0.006100000000000001
6.0,-1.0,6.0,-1,0.0074,-0.005750000000000001,0.00485,0.0015999999999999999,-0.00465,0.006200000000000001
6.5,-1.0,6.5,-1,0.006871428571428572,-0.005853439153439153,0.005492857142857143,0.0019249999999999998,-0.0038826143451143463,0.00625
7.0,-1.0,7.0,-1,0.006199999999999999,-0.00595,0.0063500000000000015,0.0021999999999999997,-0.0029500000000000012,0.0063
7.5,-1.0,7.5,-1,0.005228571428571428,-0.006449378881987578,0.006757142857142857,0.0024000000000000002,-0.0017202702702702709,0.0063999999999999994
8.0,-1.0,8.0,-1,0.0046,-0.007150000000000001,0.006950000000000001,0.0025,-0.0009500000000000003,0.006500000000000001
8.5,-1.0,8.5,-1,0.005809183673469387,-0.007843478260869565,-0.0006871987951807233,0.0025,-0.0011970588235294122,0.006566666666666667
9.0,-1.0,9.0,-1,0.007600000000000001,-0.00825,-0.008749999999999999,0.0025,-0.0017499999999999998,0.0066
9.5,-1.0,9.5,-1,0.008840816326530611,-0.0078225,-0.009412801204819276,0.0027785714285714284,-0.003202941176470589,0.006337499999999999
10.0,-1.0,10.0,-1,0.0095,-0.00735,-0.00965,0.0031,-0.0043500000000000014,0.006
10.5,-1.0,10.5,-1,0.009049999999999997,-0.0072775,-0.003748041044776119,0.003150595238095238,-0.0031000000000000003,0.0058875
11.0,-1.0,11.0,-1,0.008599999999999998,-0.00725,0.00545,0.0032,-0.001850000000000001,0.0058
11.5,-1.0,11.5,-1,0.008742857142857144,-0.007300000000000002,0.011437193937338101,0.003408333333333333,-0.0020123287671232875,0.005705
12.0,-1.0,12.0,-1,0.009099999999999999,-0.00735,0.017149999999999995,0.0036999999999999997,-0.002450000000000001,0.005600000000000001
12.5,-1.0,12.5,-1,0.010707142857142858,-0.00725,0.02415327134986225,0.00395,-0.005937671232876711,0.0054199999999999995
13.0,-1.0,13.0,-1,0.012100000000000001,-0.007150000000000001,0.02965,0.004200000000000001,-0.00915,0.005299999999999999
13.5,-1.0,13.5,-1,0.011975000000000001,-0.007231249999999999,0.03240757575757576,0.004449999999999999,-0.007318750000000001,0.0053124999999999995
14.0,-1.0,14.0,-1,0.0111,-0.007449999999999999,0.03365,0.004699999999999999,-0.0019500000000000003,0.0054
-5.0,0.0,-5.0,0,0.005900000000000001,0.00385,0.02365,-0.0015999999999999999,0.00145,0.0026999999999999997
-4.5,0.0,-4.5,0,0.006310000000000001,0.005125,0.02168185975609756,-0.0015700000000000002,0.0003332770270270272,0.0028
-4.0,0.0,-4.0,0,0.0066,0.00555,0.02045,-0.0015,-0.0006500000000000004,0.0028999999999999994
-3.5,0.0,-3.5,0,0.006759642857142858,0.00493974358974359,0.01994814024390244,-0.0013228571428571428,-0.00145,0.002995
-3.0,0.0,-3.0,0,0.006900000000000002,0.00385,0.01955,-0.0010999999999999998,-0.0022500000000000003,0.0031
-2.5,0.0,-2.5,0,0.0071,0.0027332293832293833,0.018983194444444445,-0.0009258928571428571,-0.0033170270270270266,0.00326125
-2.0,0.0,-2.0,0,0.007299999999999999,0.0016499999999999998,0.018450000000000005,-0.0007999999999999999,-0.00435,0.0034
-1.5,0.0,-1.5,0,0.007462857142857144,0.000817652027027027,0.018080555555555555,-0.0007479166666666667,-0.005154999999999998,0.003468749999999999
-1.0,0.0,-1.0,0,0.007600000000000001,0.00014999999999999996,0.01775,-0.0007000000000000001,-0.00575,0.0035
-0.5,0.0,-0.5,0,0.007705000000000002,-0.00044062500000000004,0.0174385,-0.0005833333333333333,-0.00608,0.0035
0.0,0.0,0.0,0,0.0078,-0.00075,0.01705,-0.0005,-0.00635,0.0035
0.5,0.0,0.5,0,0.007908333333333335,-0.0006000000000000001,0.016220875,-0.0006000000000000001,-0.006687500000000001,0.0034625
1.0,0.0,1.0,0,0.008000000000000002,-0.0004500000000000001,0.015249999999999996,-0.0007000000000000001,-0.00695,0.0034
1.5,0.0,1.5,0,0.008066666666666668,-0.0006196428571428572,0.014567013888888893,-0.0006166666666666666,-0.0070875,0.0033374999999999998
2.0,0.0,2.0,0,0.008100000000000001,-0.0009500000000000001,0.013849999999999998,-0.0005,-0.00715,0.0033000000000000004
2.5,0.0,2.5,0,0.00805,-0.0014803571428571429,0.012804715762273901,-0.0004333333333333333,-0.0068874999999999995,0.00335
3.0,0.0,3.0,0,0.008000000000000002,-0.0018499999999999999,0.01165,-0.00039999999999999996,-0.006449999999999999,0.0034
3.5,0.0,3.5,0,0.008000000000000002,-0.0013000000000000002,0.010626707848837211,-0.0005500000000000001,-0.006119444444444445,0.0033000000000000004
